ind,ozone,dzone,ostop,dstop
61452,21,9,41,175
70992,23,1,46,376
14955,2,23,355,769
41306,9,21,1340,399
48030,11,8,952,863
41405,9,22,166,465
94662,26,26,377,328
7962,1,25,380,70
81742,24,23,1669,182
81510,24,22,459,227
61594,21,10,43,14
12650,2,21,1680,55
58730,21,3,59,341
46868,11,2,986,357
10651,2,8,347,365
865,1,8,506,1701
30816,8,10,1696,11
31051,8,10,1697,142
75069,23,12,1651,309
55117,8,9,946,177
72607,23,3,159,341
70584,23,1,770,215
33279,8,21,386,55
33375,8,21,370,44
68113,22,9,504,1336
78646,24,3,459,342
35887,8,25,1702,998
56667,21,1,1647,215
51985,15,1,865,506
94757,26,26,308,330
49437,11,22,505,250
10355,2,8,261,1673
31185,8,11,386,36
81628,24,23,1668,156
22298,4,24,381,1661
76991,23,26,186,331
49485,11,23,989,184
74708,23,10,188,1627
51022,12,8,39,389
67168,22,4,253,381
80555,24,16,459,352
73123,23,6,741,297
72480,23,3,47,359
35164,8,24,1676,1668
81872,24,23,1662,185
50406,11,26,996,121
21075,4,10,507,139
15092,2,23,345,53
28473,8,5,391,1344
92710,26,22,77,250
56136,21,1,397,215
91973,26,21,306,955
71455,23,2,158,295
76110,23,24,186,412
64244,21,25,59,379
79069,24,6,460,321
25292,6,26,297,75
20915,4,9,375,111
66028,22,1,466,376
92797,26,22,94,957
2552,1,10,1,20
68803,22,21,503,980
92539,26,21,95,57
42321,9,25,162,301
71370,23,2,1652,261
4730,1,21,380,54
58942,21,3,983,359
9086,1,27,376,393
36736,8,26,386,307
11923,2,11,357,258
17621,3,8,342,1675
62627,21,21,399,981
48593,11,11,216,1509
7969,1,25,1,70
20903,4,9,375,1335
91663,26,16,97,293
84179,25,8,333,1699
72258,23,2,411,356
79827,24,8,1668,1698
2804,1,11,1695,990
30355,8,9,1676,1163
50423,11,26,951,330
88718,26,2,76,344
47398,11,3,7,339
22223,4,23,542,154
5383,1,22,1,504
44524,10,8,115,367
4256,1,21,1694,463
26944,8,1,1700,380
80358,24,11,412,505
79818,24,8,1667,1676
77703,24,1,1663,1677
17399,3,5,362,1344
18725,3,21,361,57
88618,26,2,327,861
45952,10,26,113,325
32511,8,21,386,983
61810,21,11,955,222
57222,21,1,1656,1
58313,21,2,400,355
81633,24,23,1663,1651
71314,23,2,186,355
32020,24,1,459,376
68934,22,22,254,465
66332,22,2,468,1691
65232,21,27,42,205
36228,8,26,862,120
55165,19,21,1511,400
97937,27,24,393,1661
38827,9,4,1162,375
42014,9,23,167,187
39694,9,8,177,864
20359,3,27,362,207
72513,23,3,1651,358
83722,25,3,69,360
78271,24,2,1664,346
90866,26,9,328,1340
43807,10,2,142,1681
40286,9,8,1183,386
12876,2,21,1678,1649
5877,1,22,1677,229
95432,27,2,401,1679
2120,1,9,380,177
3817,1,21,380,56
97038,27,21,192,980
16840,2,26,346,329
14942,2,23,356,769
14615,2,23,1678,156
2835,1,11,506,259
68663,22,18,250,169
94654,26,26,306,119
71027,23,1,770,376
9841,2,6,353,988
78201,24,2,459,1679
20549,4,2,375,347
16756,2,26,1693,305
34968,8,24,369,1669
50895,12,3,62,360
52993,16,9,776,176
54487,18,21,152,43
31546,8,11,388,219
90131,26,8,305,1702
